"caseid","state","dem","rep","nhwhite","nhblack","BA","faminc3","obama"
162471574,"Colorado",1,0,1,0,1,65,1
164571885,"Indiana",1,0,1,0,0,25,1
162916712,"Oregon",1,0,1,0,1,130,1
165907752,"Alabama",0,0,1,0,0,NA,0
164677445,"Tennessee",1,0,1,0,0,25,NA
163132136,"California",0,0,1,0,1,65,0
161809725,"Georgia",0,0,1,0,0,45,0
163530234,"Florida",1,0,0,0,1,75,1
162497287,"New York",1,0,1,0,1,NA,1
163819211,"Oregon",0,1,1,0,0,25,0
162542478,"Georgia",0,0,0,0,1,NA,1
162382908,"Kentucky",0,0,1,0,0,NA,NA
162780398,"Illinois",0,0,0,1,0,75,0
162577999,"Connecticut",0,1,1,0,0,225,0
164754048,"Florida",1,0,1,0,0,45,NA
163595708,"Missouri",0,1,1,0,0,25,0
162357051,"Virginia",0,1,1,0,0,NA,NA
162448857,"New York",0,0,1,0,1,90,0
162258131,"New Hampshire",0,1,1,0,1,35,0
162803978,"Nebraska",0,0,1,0,1,45,1
162169809,"Georgia",0,0,1,0,0,NA,0
164028428,"Kansas",0,1,1,0,0,55,0
164314241,"New Hampshire",1,0,1,0,1,500,NA
163984818,"Texas",0,0,0,1,0,25,NA
162128883,"Rhode Island",0,0,1,0,1,55,0
163108535,"Florida",1,0,0,1,0,15,NA
163822770,"Virginia",0,1,1,0,0,35,NA
162308550,"Tennessee",0,1,1,0,0,NA,0
162231650,"Colorado",0,1,0,0,1,65,0
166575726,"Ohio",1,0,0,0,1,225,1
162947210,"California",0,0,0,0,1,75,0
162386680,"Texas",0,1,1,0,1,NA,0
163573994,"Kansas",0,1,1,0,0,35,0
163425263,"Florida",0,0,1,0,0,25,NA
164196219,"Georgia",0,0,1,0,0,25,NA
164968359,"Missouri",1,0,1,0,0,45,1
165097386,"California",1,0,0,0,0,35,1
165892691,"California",1,0,0,0,0,15,NA
162263544,"Michigan",1,0,1,0,0,35,0
162848137,"Pennsylvania",1,0,0,0,0,5,NA
163709704,"Oregon",0,1,1,0,0,15,1
163318451,"Pennsylvania",1,0,1,0,0,55,NA
163245035,"California",1,0,1,0,0,35,1
162550996,"Missouri",0,1,1,0,1,130,0
162465630,"Kentucky",1,0,1,0,0,35,1
166512697,"Tennessee",0,1,1,0,0,35,0
162677475,"South Carolina",1,0,1,0,0,45,1
162487136,"Oregon",0,0,1,0,0,175,1
162527098,"Georgia",0,1,0,0,0,NA,NA
165005345,"Illinois",0,0,0,1,1,35,1
162131534,"Georgia",1,0,1,0,1,35,1
163044460,"North Carolina",1,0,0,1,1,NA,NA
162706270,"North Carolina",1,0,1,0,0,175,1
162474558,"Nevada",1,0,0,0,0,35,NA
164949872,"Massachusetts",1,0,1,0,1,15,1
166677817,"Alabama",0,0,1,0,1,175,0
163705609,"Missouri",0,1,1,0,0,NA,0
163072082,"California",0,0,0,0,0,90,NA
164778808,"Ohio",0,1,1,0,0,35,0
163200558,"Missouri",0,1,1,0,1,225,0
162243444,"Florida",1,0,1,0,0,25,NA
162331242,"Arizona",0,0,1,0,0,55,0
164512664,"Ohio",0,0,1,0,0,75,0
163391766,"Louisiana",0,0,1,0,0,90,0
164028751,"Texas",1,0,1,0,0,65,1
162426752,"Michigan",1,0,0,0,0,55,1
161727160,"Louisiana",0,0,0,0,1,110,NA
162377294,"California",0,0,1,0,0,5,0
164244363,"Louisiana",0,1,1,0,0,45,NA
163195474,"Florida",1,0,0,0,0,65,NA
163580083,"Oklahoma",1,0,0,1,0,25,NA
166610193,"Tennessee",0,0,1,0,0,NA,0
162977440,"California",0,1,1,0,1,55,0
163185309,"Nevada",0,0,1,0,0,75,0
162578616,"North Carolina",0,1,1,0,0,90,1
161867030,"Vermont",0,1,1,0,1,90,1
162866824,"Nevada",0,0,1,0,0,15,0
164774834,"North Carolina",1,0,1,0,0,35,1
163190951,"Delaware",0,1,1,0,0,15,NA
163044043,"South Carolina",0,1,1,0,1,110,0
161812822,"California",1,0,1,0,1,300,1
164634037,"Hawaii",1,0,0,0,0,25,NA
165867399,"Colorado",0,0,0,1,1,15,1
163391780,"New York",1,0,0,0,0,75,1
162471740,"Colorado",1,0,1,0,1,90,1
164196205,"Texas",1,0,0,0,0,15,1
166764042,"Minnesota",1,0,1,0,0,65,0
161603912,"Massachusetts",0,0,1,0,1,130,1
164515066,"Kentucky",0,0,1,0,0,NA,0
162316233,"California",0,0,1,0,0,35,NA
162342432,"Tennessee",0,0,1,0,0,35,0
163607101,"Wisconsin",0,0,1,0,0,35,0
163075298,"Michigan",1,0,0,1,0,35,NA
163084494,"New York",1,0,1,0,1,90,NA
164646145,"Kentucky",1,0,1,0,0,65,1
166545341,"California",1,0,0,0,1,5,0
161591798,"Oklahoma",0,1,0,0,0,65,0
162262902,"Maryland",0,1,1,0,1,75,0
166766156,"Oregon",0,0,0,0,0,35,0
162992185,"Texas",0,0,0,1,0,NA,1
162455665,"South Carolina",0,1,1,0,0,25,NA
164476916,"California",1,0,0,0,0,130,1
162268741,"Florida",0,0,0,0,0,NA,0
163028559,"Virginia",1,0,0,1,0,175,1
162738022,"Florida",1,0,1,0,0,NA,0
161809602,"Pennsylvania",0,0,1,0,0,NA,1
162493033,"Nebraska",1,0,1,0,1,15,1
161825448,"California",0,0,1,0,0,55,1
162528669,"New Jersey",0,0,1,0,1,110,1
164341045,"Ohio",0,0,1,0,0,75,1
164988448,"Texas",0,1,0,0,0,65,0
164774885,"Alabama",0,0,1,0,0,55,0
163084453,"Florida",1,0,0,0,1,90,NA
167336630,"Georgia",0,1,0,0,0,45,NA
162871134,"Minnesota",0,1,1,0,1,35,0
163068957,"Delaware",1,0,0,0,0,65,1
164479666,"Texas",1,0,0,0,0,55,NA
163457604,"Pennsylvania",0,1,1,0,0,15,0
162318393,"Arizona",0,0,1,0,1,35,0
164554034,"Texas",1,0,0,1,0,25,NA
162347071,"Florida",0,1,1,0,0,130,0
162476607,"Georgia",0,1,1,0,0,35,0
162783242,"Pennsylvania",1,0,0,1,1,65,NA
162436657,"California",1,0,0,1,0,35,NA
162540804,"Illinois",0,0,1,0,0,65,1
164314583,"Alabama",0,0,1,0,0,75,NA
164388277,"Oregon",0,0,1,0,0,15,NA
162520614,"Georgia",1,0,1,0,1,130,1
162278503,"Illinois",0,1,1,0,1,NA,0
165568931,"Massachusetts",1,0,0,0,1,35,1
162328091,"Florida",1,0,1,0,0,90,1
162772436,"Illinois",1,0,0,0,0,55,NA
162315959,"California",1,0,1,0,0,NA,1
162568967,"Hawaii",1,0,1,0,1,175,NA
164616064,"New Jersey",1,0,0,1,1,75,1
164250440,"Pennsylvania",1,0,1,0,0,65,0
162728738,"Minnesota",1,0,1,0,1,90,0
163487507,"Iowa",0,0,1,0,0,NA,1
164759548,"Illinois",0,0,1,0,0,130,NA
163134230,"Florida",0,1,1,0,0,35,0
162347000,"Massachusetts",1,0,1,0,1,35,1
162445377,"Oregon",0,0,1,0,0,NA,0
163709831,"Florida",1,0,0,0,0,35,NA
163079406,"Pennsylvania",0,0,0,1,1,90,NA
162829950,"Georgia",0,1,1,0,0,35,0
162862385,"Louisiana",0,0,1,0,1,130,0
162269120,"Nevada",0,0,1,0,0,25,1
162356465,"Arkansas",0,1,1,0,0,45,0
165231719,"Ohio",1,0,0,1,0,45,NA
162562197,"West Virginia",1,0,1,0,0,45,1
164632441,"New York",1,0,0,0,0,90,NA
162284696,"Washington",1,0,1,0,1,110,1
164719181,"Georgia",0,1,1,0,0,NA,0
162281337,"Arizona",1,0,1,0,1,55,1
164218837,"Alabama",0,1,1,0,0,65,0
161824730,"Indiana",1,0,1,0,1,55,1
164365336,"Ohio",0,0,1,0,0,35,0
163008512,"Ohio",0,1,1,0,0,NA,0
162254119,"California",0,0,1,0,0,130,1
162907094,"Florida",0,0,1,0,1,45,0
162258102,"Nevada",0,1,1,0,1,NA,0
163123200,"New Hampshire",0,0,1,0,1,300,1
162770721,"Ohio",0,1,1,0,0,75,NA
163343370,"Michigan",1,0,1,0,0,75,0
162312545,"Alabama",0,0,1,0,0,75,1
164139470,"Mississippi",1,0,0,1,0,45,1
162318204,"Texas",1,0,0,1,0,110,1
165623944,"South Carolina",1,0,1,0,0,45,0
162908162,"Georgia",1,0,0,1,0,NA,1
163215722,"Florida",0,1,1,0,0,35,0
162827617,"Georgia",0,0,0,1,0,35,1
162219851,"Kansas",0,1,1,0,1,65,NA
162455472,"Nevada",1,0,0,0,0,55,1
162297252,"Florida",0,0,1,0,0,15,0
164191185,"Ohio",1,0,0,1,0,25,1
164964793,"Colorado",1,0,0,0,0,25,NA
162263216,"California",0,1,0,0,0,25,NA
163065403,"Georgia",0,1,0,0,0,5,1
166707345,"Connecticut",0,0,1,0,1,130,0
162849147,"Idaho",1,0,1,0,0,45,1
162898525,"Texas",0,1,1,0,0,90,NA
165023770,"Colorado",0,0,0,0,0,35,NA
162714947,"Alabama",0,0,1,0,0,35,0
162451937,"Wyoming",1,0,1,0,0,NA,1
162601891,"Colorado",1,0,0,1,1,45,1
162272316,"Louisiana",0,0,0,0,0,25,0
162811822,"Missouri",0,0,1,0,1,300,0
162345467,"Virginia",0,0,1,0,1,55,0
163120830,"Michigan",1,0,1,0,0,25,1
165210766,"Florida",1,0,0,1,1,45,1
162553605,"Pennsylvania",0,1,1,0,0,55,0
163175935,"Ohio",0,0,1,0,0,25,NA
162265069,"Texas",0,1,1,0,0,NA,0
162541839,"Georgia",0,1,1,0,0,15,0
163175997,"Maryland",1,0,0,0,1,75,1
164224673,"Virginia",1,0,0,0,0,15,1
163539775,"Indiana",0,1,1,0,0,110,NA
165249143,"Colorado",1,0,0,0,1,5,NA
162844743,"Kansas",0,0,1,0,0,15,0
165057736,"Georgia",0,0,1,0,0,65,NA
164222924,"Florida",0,0,1,0,0,35,1
162467983,"Florida",0,0,1,0,1,25,NA
164505033,"California",0,1,1,0,1,90,NA
163639582,"Texas",1,0,0,0,0,NA,NA
164702006,"Illinois",1,0,0,1,0,15,1
163181191,"Michigan",1,0,0,1,1,55,NA
164134149,"Michigan",0,0,1,0,0,NA,NA
164920962,"Pennsylvania",0,1,1,0,0,45,0
163098380,"Arkansas",0,0,1,0,1,55,0
160972800,"Washington",0,1,1,0,0,110,0
163366208,"Alabama",1,0,1,0,1,35,NA
165132959,"California",0,0,1,0,1,NA,NA
163508731,"Florida",1,0,0,1,1,130,1
165002097,"Texas",1,0,0,0,0,55,NA
161718267,"California",1,0,0,0,1,NA,1
164817714,"New York",0,0,1,0,1,175,0
162867265,"Tennessee",0,0,1,0,0,65,0
164353050,"Pennsylvania",1,0,0,1,0,15,1
164215776,"Michigan",0,1,1,0,0,25,0
161814751,"Oregon",1,0,1,0,0,130,NA
163560096,"Arizona",1,0,0,1,1,55,1
162408148,"Tennessee",1,0,1,0,0,45,1
163348948,"Oregon",0,1,1,0,0,45,0
166581378,"California",0,1,1,0,1,175,0
164174441,"California",1,0,1,0,0,NA,1
163375446,"Michigan",0,0,1,0,0,35,1
162517624,"Illinois",0,0,0,0,0,15,1
163266677,"Oklahoma",0,1,0,1,1,110,NA
162326755,"California",1,0,0,0,0,45,1
163111519,"Arizona",0,1,1,0,0,35,0
164349389,"New York",0,0,1,0,0,75,1
161847125,"Michigan",0,1,1,0,1,110,0
164031249,"Oklahoma",0,1,1,0,1,65,0
165121125,"Texas",1,0,0,1,0,25,NA
166003275,"Colorado",0,0,0,0,0,NA,NA
164543399,"Ohio",0,0,1,0,0,15,NA
163133901,"Oregon",0,0,1,0,0,25,0
162311696,"Arizona",0,0,0,0,1,75,1
162562146,"Texas",0,1,0,0,0,35,0
163603681,"New York",0,0,1,0,0,75,0
162262831,"Arizona",0,0,1,0,0,45,0
163433883,"Ohio",0,0,1,0,0,5,NA
163976009,"Michigan",0,0,1,0,0,25,1
163819431,"Maryland",1,0,0,1,1,55,NA
163042226,"New Hampshire",0,1,1,0,0,75,0
164637751,"Texas",1,0,0,1,0,55,1
162319835,"Maryland",0,1,1,0,0,130,0
162515798,"Illinois",1,0,1,0,1,130,1
164567326,"Ohio",1,0,0,1,1,35,NA
162626372,"Pennsylvania",1,0,1,0,0,45,1
162792121,"California",1,0,1,0,1,NA,1
163032559,"Alabama",1,0,1,0,1,90,NA
162297543,"Texas",1,0,1,0,1,45,NA
162438514,"Arizona",0,0,1,0,0,130,1
163013655,"Michigan",1,0,1,0,1,90,1
165369684,"Wisconsin",0,1,0,0,0,35,0
164327769,"New York",1,0,1,0,0,90,1
164272536,"New York",1,0,0,0,0,15,NA
164594076,"Michigan",1,0,1,0,0,65,1
162403545,"Maryland",0,0,0,0,0,90,0
163180897,"North Carolina",1,0,0,1,1,35,NA
162270865,"California",0,1,1,0,0,75,0
162722056,"Nebraska",0,1,1,0,0,25,0
164991436,"Mississippi",0,0,1,0,0,5,NA
164212345,"Massachusetts",0,1,1,0,0,25,NA
164808287,"Wisconsin",0,0,1,0,0,45,NA
166453459,"Nevada",0,1,1,0,1,90,0
163123162,"Maryland",0,1,1,0,1,75,0
163995871,"Ohio",0,0,1,0,0,5,NA
163028981,"Texas",0,0,1,0,1,55,1
161806724,"Tennessee",0,0,1,0,0,90,0
162413278,"Illinois",1,0,1,0,0,90,NA
162167203,"Mississippi",0,1,1,0,1,175,0
166635363,"Arizona",1,0,1,0,1,45,1
162540383,"Louisiana",0,0,1,0,1,35,0
162381565,"Georgia",0,0,1,0,1,NA,0
162452307,"Georgia",1,0,0,0,0,90,1
162150673,"Mississippi",0,0,1,0,0,65,0
162894782,"Georgia",0,1,0,0,1,55,1
163255903,"South Carolina",0,1,1,0,0,75,0
166727675,"Illinois",1,0,0,0,1,110,1
162568895,"Nebraska",0,1,1,0,0,NA,0
162252899,"New York",1,0,1,0,1,130,1
162297342,"New York",1,0,1,0,1,110,1
164392847,"Ohio",0,1,1,0,0,15,0
161867919,"New York",0,0,1,0,1,NA,NA
164611851,"South Carolina",1,0,1,0,0,15,NA
162346103,"Michigan",0,0,1,0,0,175,NA
162551470,"Ohio",1,0,1,0,0,35,1
162293867,"Georgia",1,0,1,0,1,75,1
162265193,"Iowa",1,0,1,0,1,45,1
161808190,"Texas",0,1,1,0,1,130,0
163175936,"Texas",1,0,0,1,1,45,NA
163716272,"Virginia",0,1,1,0,1,NA,0
123635854,"Texas",0,0,1,0,1,5,0
162815271,"Arizona",0,0,1,0,0,65,0
165980731,"Michigan",0,1,0,0,0,5,NA
162777556,"Florida",0,0,1,0,1,75,0
164637913,"Ohio",1,0,1,0,0,25,1
162146083,"Texas",1,0,1,0,0,15,1
164196630,"Maryland",1,0,1,0,0,45,1
163677153,"Iowa",1,0,1,0,0,35,1
162997350,"Ohio",0,1,1,0,1,65,0
164329692,"Georgia",0,1,1,0,0,90,NA
162259175,"Texas",1,0,1,0,0,45,0
162130199,"New York",0,1,1,0,0,45,0
164262515,"Oregon",0,0,0,0,1,90,NA
162448672,"Colorado",0,0,1,0,1,35,1
162300613,"Alabama",1,0,1,0,1,130,1
163203819,"Illinois",1,0,1,0,1,425,1
162834328,"Florida",0,1,1,0,0,15,0
162430352,"Maine",1,0,1,0,0,NA,1
163142013,"North Carolina",1,0,0,1,0,35,NA
164673174,"Pennsylvania",1,0,1,0,0,15,NA
165074187,"New Jersey",1,0,0,1,0,NA,NA
162468791,"Virginia",0,1,1,0,0,90,0
163910218,"Colorado",1,0,1,0,1,75,1
162408398,"California",1,0,0,0,1,90,1
162583339,"New Hampshire",0,0,1,0,1,130,1
162384528,"Michigan",0,1,1,0,0,75,0
164815303,"Oregon",0,0,0,0,0,110,NA
162362072,"California",0,1,1,0,1,90,0
163252486,"Illinois",1,0,0,0,0,25,NA
164779517,"Utah",0,1,1,0,0,45,0
163385305,"California",0,1,1,0,0,110,0
165867622,"New York",0,0,0,0,0,5,NA
165215079,"Florida",1,0,0,1,1,15,1
163028048,"Illinois",0,0,1,0,1,15,1
161978102,"California",0,1,1,0,1,130,0
161845299,"Texas",0,1,1,0,1,NA,0
162727770,"New York",1,0,1,0,0,15,NA
162458616,"Ohio",0,1,1,0,0,45,0
162434114,"South Carolina",0,1,1,0,0,90,0
166631900,"Arizona",1,0,0,0,1,175,NA
162253554,"Florida",0,1,1,0,1,90,0
163051991,"Texas",1,0,0,1,0,45,1
162438285,"Virginia",0,0,1,0,0,110,1
165282390,"Pennsylvania",1,0,0,1,0,5,NA
167603111,"Illinois",0,0,1,0,0,5,NA
164292739,"California",0,1,1,0,0,175,0
166615860,"Minnesota",1,0,1,0,1,130,0
163672804,"Missouri",0,1,1,0,0,55,0
162958368,"Pennsylvania",1,0,1,0,1,65,NA
163367611,"Nevada",1,0,1,0,0,175,NA
163504276,"Kentucky",1,0,1,0,0,15,1
162504368,"Hawaii",0,0,0,0,1,NA,1
162551084,"Missouri",0,1,1,0,1,NA,0
164187971,"Mississippi",0,1,0,0,0,5,0
163108375,"New York",0,0,0,0,0,25,NA
162308797,"California",1,0,1,0,1,35,1
165951377,"Virginia",1,0,1,0,0,45,1
162503184,"Kansas",0,1,1,0,0,NA,0
162347963,"Michigan",0,0,0,1,1,45,1
163110295,"Minnesota",0,1,1,0,0,25,0
164384472,"New York",0,1,1,0,0,75,NA
161993300,"New Jersey",1,0,1,0,0,75,0
163685435,"Arkansas",0,1,1,0,0,65,0
162547836,"Ohio",1,0,1,0,1,110,1
162940026,"Tennessee",0,0,1,0,1,55,0
164642271,"California",0,0,1,0,0,15,NA
162338571,"New York",1,0,1,0,1,175,1
162697960,"Virginia",0,0,1,0,0,55,1
162293280,"Arkansas",0,1,1,0,1,110,0
162351947,"Connecticut",0,1,1,0,1,110,0
164704989,"California",0,1,0,0,0,175,0
162536892,"Nebraska",1,0,1,0,1,35,1
162272239,"North Carolina",0,1,1,0,1,90,0
161844679,"Pennsylvania",0,0,1,0,0,90,0
162159823,"Georgia",0,1,1,0,0,110,0
165786675,"California",0,0,1,0,0,55,0
161604219,"Connecticut",0,0,1,0,1,110,NA
162715204,"Texas",1,0,0,0,1,5,1
162883320,"New Jersey",0,0,1,0,1,65,1
166575749,"Kentucky",1,0,1,0,1,90,1
162270239,"Iowa",1,0,1,0,0,55,1
165070093,"Texas",1,0,0,0,0,75,1
162269152,"Kentucky",0,1,1,0,1,45,1
162593046,"Kansas",1,0,1,0,1,65,1
165219970,"North Carolina",0,0,0,1,0,NA,NA
162333632,"Utah",1,0,1,0,0,35,1
163433861,"Massachusetts",0,0,0,0,0,425,NA
162471444,"Oklahoma",1,0,1,0,1,45,1
162384436,"Oregon",0,0,1,0,1,25,1
164345421,"Oregon",1,0,1,0,0,55,1
164038745,"Illinois",1,0,1,0,0,35,NA
164355148,"New York",0,0,1,0,0,35,1
164925451,"Ohio",0,1,1,0,0,25,0
162365218,"Texas",0,1,0,0,1,175,0
156706793,"Tennessee",1,0,1,0,0,75,1
164236483,"Nebraska",0,0,1,0,0,15,0
164476712,"Michigan",0,1,1,0,0,35,0
163482850,"Texas",0,1,1,0,1,35,0
163677202,"Massachusetts",0,0,0,1,0,25,NA
164691904,"Georgia",1,0,0,1,1,NA,NA
162259971,"Illinois",0,0,1,0,1,NA,0
162546544,"California",0,0,0,0,1,75,1
161248868,"Louisiana",1,0,0,0,0,75,1
161625912,"Nebraska",0,1,1,0,0,45,0
162292556,"Mississippi",0,1,1,0,0,NA,0
162882877,"Florida",0,0,1,0,0,75,NA
162312598,"Kansas",0,1,1,0,0,35,0
163011708,"Louisiana",1,0,0,1,1,25,1
162462068,"Maryland",0,0,1,0,0,5,0
162493986,"Missouri",1,0,0,1,1,35,1
164554894,"Texas",0,1,1,0,0,130,0
162853725,"Arkansas",1,0,0,0,1,55,1
162982015,"Connecticut",0,0,1,0,0,55,0
162274354,"Illinois",0,0,1,0,1,NA,1
161865891,"Tennessee",0,1,1,0,1,45,0
164204712,"Kentucky",1,0,1,0,0,55,1
163051788,"Texas",0,0,0,0,1,45,NA
164540308,"Missouri",0,0,1,0,0,15,0
162736610,"Mississippi",0,1,0,0,0,5,0
163853225,"South Carolina",0,1,1,0,1,15,0
165093810,"New Jersey",0,0,0,0,0,35,NA
162565374,"Colorado",0,1,1,0,1,65,0
162267726,"California",0,0,0,0,1,25,0
162338730,"Pennsylvania",0,0,1,0,1,130,NA
162158734,"North Carolina",0,0,1,0,1,15,0
164352086,"Texas",1,0,0,1,1,65,1
164462060,"New Jersey",1,0,0,0,0,35,1
162433240,"Texas",0,1,1,0,1,55,0
162263277,"Texas",0,1,0,0,0,75,0
162294153,"Alabama",1,0,1,0,1,25,NA
162440532,"Maine",0,1,1,0,0,110,0
164629740,"Kentucky",0,1,0,0,0,25,NA
163640585,"Arizona",0,1,1,0,0,75,0
164822426,"New Jersey",0,0,1,0,0,45,NA
164764575,"South Carolina",1,0,0,1,0,NA,0
162902016,"Connecticut",0,0,1,0,0,45,NA
162576270,"Florida",0,0,1,0,0,65,0
163701685,"Florida",0,0,1,0,0,75,0
162571427,"Louisiana",0,1,1,0,1,110,0
163857129,"Oregon",1,0,1,0,0,425,NA
162767650,"New Jersey",1,0,1,0,0,NA,1
163028547,"California",0,0,0,0,0,25,NA
167180083,"Ohio",0,0,1,0,1,90,NA
163967429,"Pennsylvania",0,0,1,0,0,15,0
162330894,"Florida",0,1,1,0,0,NA,NA
162468455,"Oregon",0,1,1,0,0,25,0
163860778,"Pennsylvania",1,0,1,0,0,75,NA
162483363,"New Jersey",1,0,1,0,0,55,1
165099189,"California",1,0,0,0,0,55,1
162679902,"California",1,0,0,1,1,35,NA
165174852,"Florida",1,0,0,0,0,NA,NA
162542310,"Texas",1,0,0,1,1,55,1
162430192,"Oregon",0,1,1,0,0,110,0
164700128,"Virginia",1,0,1,0,1,225,1
162803399,"Colorado",0,0,1,0,1,25,0
163059171,"Alabama",1,0,0,1,0,5,NA
161848497,"Georgia",0,1,1,0,1,15,0
166535584,"Illinois",0,1,1,0,1,NA,0
161801871,"Tennessee",0,1,1,0,0,75,0
161831693,"Ohio",1,0,1,0,0,65,1
163985235,"Wisconsin",1,0,0,0,0,65,NA
164957989,"New Hampshire",1,0,1,0,0,25,0
162297213,"Pennsylvania",1,0,1,0,1,90,1
162378334,"Louisiana",0,0,1,0,1,225,1
165611880,"Georgia",1,0,1,0,0,110,1
163097672,"Ohio",0,0,1,0,0,15,NA
163072061,"New York",0,0,1,0,0,25,NA
162528525,"New York",0,0,1,0,1,55,1
162434335,"Connecticut",0,0,1,0,0,35,0
163443154,"New York",0,0,1,0,0,75,1
164964779,"Massachusetts",1,0,1,0,1,15,1
162681060,"Washington",0,1,1,0,0,15,NA
162376157,"Minnesota",0,0,1,0,1,15,0
164481616,"Louisiana",0,1,1,0,0,75,0
162574827,"New York",0,0,0,0,0,75,1
163156273,"Connecticut",1,0,0,0,0,35,1
162714245,"North Carolina",0,0,1,0,1,110,0
164243242,"California",1,0,0,0,0,15,1
162342290,"California",1,0,1,0,1,90,1
163351430,"Tennessee",1,0,0,1,1,35,1
162119599,"Michigan",0,0,0,1,1,130,1
162470719,"Indiana",0,1,1,0,0,NA,0
162596591,"Maryland",1,0,1,0,1,25,1
163705622,"California",0,1,1,0,0,225,0
163347460,"Maryland",1,0,0,1,1,130,NA
162445406,"Oklahoma",1,0,1,0,0,25,NA
162412992,"Illinois",0,0,1,0,0,15,NA
161565558,"Mississippi",1,0,0,1,0,35,1
162292526,"Michigan",0,0,0,0,1,425,1
163400160,"New York",1,0,0,1,1,55,NA
162412458,"Michigan",1,0,0,0,0,NA,0
164208565,"Michigan",0,0,1,0,0,35,1
164445040,"Louisiana",0,0,1,0,0,90,0
162767051,"South Carolina",0,0,1,0,0,NA,1
162417388,"Wisconsin",0,0,1,0,0,75,0
163844056,"Michigan",1,0,0,1,0,25,1
163979535,"Tennessee",1,0,1,0,0,55,0
162290144,"Florida",1,0,1,0,0,35,0
162281881,"Indiana",0,0,1,0,0,75,1
164392754,"Maryland",1,0,0,1,0,55,1
164638132,"Michigan",0,0,1,0,0,55,0
166581321,"Georgia",1,0,1,0,1,175,0
164174380,"North Carolina",0,0,1,0,0,25,NA
162844796,"Pennsylvania",1,0,1,0,1,35,1
164800563,"New Hampshire",0,0,1,0,0,55,1
164561335,"Florida",1,0,1,0,0,35,1
163884227,"Oklahoma",0,0,1,0,1,55,0
162280773,"New Jersey",1,0,1,0,0,175,1
163769380,"North Carolina",0,0,1,0,0,35,NA
164040818,"Arizona",0,0,1,0,0,90,NA
162536874,"Tennessee",1,0,0,1,0,65,1
163610289,"North Carolina",1,0,1,0,0,45,1
163340759,"Wyoming",0,0,1,0,1,130,0
165270548,"Texas",0,1,0,0,0,35,NA
163072201,"Florida",1,0,0,0,0,35,NA
166279625,"South Carolina",0,0,1,0,0,NA,NA
163884922,"Georgia",1,0,0,1,0,55,NA
164646173,"Maryland",1,0,0,1,0,15,1
162495088,"Florida",0,0,1,0,0,25,NA
162222966,"Kentucky",1,0,1,0,1,35,1
163102454,"Arizona",0,0,0,0,0,75,NA
164244904,"Washington",0,0,1,0,1,45,1
162399508,"Washington",0,0,0,0,1,130,0
162758279,"Pennsylvania",1,0,1,0,0,25,1
161730917,"Nevada",0,1,1,0,0,65,0
163657661,"Louisiana",0,0,1,0,0,90,0
163537377,"Missouri",0,0,1,0,1,45,1
163213632,"Connecticut",1,0,1,0,1,5,1
162362120,"Wisconsin",0,0,1,0,1,NA,0
162454978,"Connecticut",1,0,0,1,0,45,1
164625463,"Colorado",0,0,1,0,0,NA,NA
164179017,"Pennsylvania",1,0,1,0,0,75,NA
162458955,"Virginia",0,0,1,0,0,65,0
161820366,"Minnesota",1,0,1,0,0,75,1
162451978,"Virginia",0,0,1,0,0,NA,NA
163335204,"Maryland",1,0,0,1,0,90,NA
162752356,"Ohio",1,0,1,0,0,35,1
163022260,"Florida",0,0,1,0,0,45,0
164567276,"California",1,0,1,0,1,110,1
164981682,"Georgia",0,1,1,0,0,45,NA
162831683,"Kansas",1,0,1,0,1,65,1
162544090,"Nebraska",0,1,1,0,0,45,0
163004659,"Ohio",1,0,1,0,0,15,1
164574803,"Florida",0,0,1,0,0,25,NA
163354770,"Florida",1,0,1,0,1,110,1
165062130,"North Carolina",0,0,1,0,1,NA,0
162454485,"Florida",0,1,1,0,0,55,0
163161145,"Ohio",0,0,1,0,0,55,0
162505898,"Arkansas",0,1,1,0,0,55,0
162399778,"Alabama",0,0,1,0,0,45,0
162357209,"California",0,0,1,0,1,45,0
163758834,"North Carolina",1,0,0,1,1,25,1
164360756,"Kentucky",1,0,1,0,0,35,1
162331084,"Maine",0,0,1,0,0,90,1
164225756,"Wisconsin",0,1,1,0,0,45,0
162524536,"Tennessee",0,1,1,0,0,35,0
163680077,"Colorado",0,0,1,0,0,NA,0
162260567,"North Carolina",1,0,1,0,0,25,NA
165070511,"Florida",0,0,1,0,0,90,0
163233751,"Nevada",0,1,1,0,1,175,0
164759463,"Pennsylvania",0,1,1,0,0,55,1
163229859,"New Jersey",1,0,1,0,1,110,1
162465260,"Massachusetts",1,0,1,0,0,35,1
162461845,"Kentucky",0,1,1,0,0,55,NA
162503750,"Texas",0,1,1,0,0,NA,0
162268298,"Tennessee",0,1,1,0,1,110,0
161982000,"Iowa",0,0,1,0,0,25,0
165734783,"Florida",1,0,1,0,0,75,0
164149543,"Rhode Island",0,0,0,0,0,15,NA
162458836,"North Carolina",0,0,1,0,0,25,NA
164759621,"Connecticut",1,0,0,1,0,25,1
162497417,"Massachusetts",0,0,1,0,0,75,1
162289091,"Ohio",0,1,1,0,0,110,0
164779290,"Illinois",0,0,1,0,0,55,1
165416416,"New York",1,0,0,0,0,65,NA
162862421,"Virginia",0,0,0,0,1,55,1
162533818,"Michigan",1,0,1,0,0,35,1
164179027,"North Carolina",0,0,1,0,0,55,1
163901735,"Georgia",1,0,0,1,1,90,1
